run_id,case,idx,rm,dt,T,dT,Gexp,Gimpl
,Random,514,1,0,89,-7,56,56
,Random,515,1,0,92,34,0,0
,Random,516,1,0,-83,99,0,0
,Random,517,1,0,116,-94,80,80
,Random,518,1,0,-63,-9,81,81
,Random,519,1,0,-68,61,0,0
,Random,520,1,0,-116,108,0,0
,Random,521,1,0,-107,50,30,30
,Random,522,1,0,105,61,0,0
,Random,523,1,0,78,26,0,0
,Random,524,1,0,104,-125,0,0
,Random,525,1,0,-70,-128,0,0
,Random,526,1,0,-4,6,48,48
,Random,527,1,0,4,43,42,42
,Random,528,1,0,-8,-128,0,0
,Random,529,1,0,34,-58,80,80
,Random,530,1,0,-100,-118,0,0
,Random,531,1,0,-29,-61,100,100
,Random,532,1,0,27,108,0,0
,Random,533,1,0,26,85,0,0
,Random,534,1,0,84,99,0,0
,Random,535,1,0,118,69,0,0
,Random,536,1,0,-16,85,0,0
,Random,537,1,0,-70,2,50,50
,Random,538,1,0,-11,-85,75,75
,Random,539,1,0,2,-84,55,55
,Random,540,1,0,-50,-88,100,100
,Random,541,1,0,35,-110,0,0
,Random,542,1,0,58,66,0,0
,Random,543,1,0,71,-35,80,80
,Random,544,1,0,58,69,0,0
,Random,545,1,0,118,42,0,0
,Random,546,1,0,114,94,0,0
,Random,547,1,0,27,-110,0,0
,Random,548,1,0,-39,-6,55,55
,Random,549,1,0,50,-35,80,80
,Random,550,1,0,-113,38,30,30
,Random,551,1,0,59,-77,80,80
,Random,552,1,0,6,120,0,0
,Random,553,1,0,-41,80,0,0
,Random,554,1,0,118,-63,80,80
,Random,555,1,0,-4,-107,0,0
,Random,556,1,0,13,26,16,16
,Random,557,1,0,12,-19,68,68
,Random,558,1,0,2,-124,0,0
,Random,559,1,0,83,-117,0,0
,Random,560,1,0,-101,103,0,0
,Random,561,1,0,3,122,0,0
,Random,562,1,0,-112,-123,0,0
,Random,563,1,0,-25,-34,100,100
,Random,564,1,0,-115,48,30,30
,Random,565,1,0,-62,-82,100,100
,Random,566,1,0,-63,-24,100,100
,Random,567,1,0,123,-39,80,80
,Random,568,1,0,-71,-28,100,100
,Random,569,1,0,84,118,0,0
,Random,570,1,0,-128,-19,0,0
,Random,571,1,0,-41,-41,100,100
,Random,572,1,0,7,-27,58,58
,Random,573,1,0,5,-63,56,56
,Random,574,1,0,-107,-63,100,100
,Random,575,1,0,19,109,0,0
,Random,576,1,0,-56,-92,100,100
,Random,577,1,0,94,91,0,0
,Random,578,1,0,103,-64,80,80
,Random,579,1,0,90,110,0,0
,Random,580,1,0,89,-41,80,80
,Random,581,1,0,-90,-106,0,0
,Random,582,1,0,-70,100,0,0
,Random,583,1,0,-98,-12,100,100
,Random,584,1,0,94,-6,53,53
,Random,585,1,0,76,9,17,17
,Random,586,1,0,48,14,0,0
,Random,587,1,0,-32,-16,100,100
,Random,588,1,0,24,-51,80,80
,Random,589,1,0,-81,112,0,0
,Random,590,1,0,-84,-93,100,100
,Random,591,1,0,-119,24,30,30
,Random,592,1,0,-20,-57,100,100
,Random,593,1,0,120,-25,80,80
,Random,594,1,0,-90,28,30,30
,Random,595,1,0,-84,-60,100,100
,Random,596,1,0,-127,-18,100,100
,Random,597,1,0,-79,54,30,30
,Random,598,1,0,-106,46,30,30
,Random,599,1,0,41,82,0,0
,Random,600,1,0,78,38,0,0
,Random,601,1,0,14,-29,73,73
,Random,602,1,0,121,125,0,0
,Random,603,1,0,19,-40,80,80
,Random,604,1,0,102,-39,80,80
,Random,605,1,0,-35,1,50,50
,Random,606,1,0,113,-25,80,80
,Random,607,1,0,-85,-36,100,100
,Random,608,1,0,113,-115,0,0
,Random,609,1,0,14,66,0,0
,Random,610,1,0,90,-66,80,80
,Random,611,1,0,-34,-128,0,0
,Random,612,1,0,-88,-40,100,100
,Random,613,1,0,-106,-90,100,100
,Random,614,1,0,-85,-74,100,100
,Random,615,1,0,0,-63,50,50
,Random,616,1,0,-110,-120,0,0
,Random,617,1,0,26,-58,80,80
,Random,618,1,0,-113,8,41,41
,Random,619,1,0,-119,-77,100,100
,Random,620,1,0,-40,-55,100,100
,Random,621,1,0,-64,11,30,30
,Random,622,1,0,32,10,0,0
,Random,623,1,0,-112,51,30,30
,Random,624,1,0,-39,48,30,30
,Random,625,1,0,-52,90,0,0
,Random,626,1,0,69,-95,80,80
,Random,627,1,0,-117,49,30,30
,Random,628,1,0,96,107,0,0
,Random,629,1,0,14,97,0,0
,Random,630,1,0,-7,-27,64,64
,Random,631,1,0,-117,-44,100,100
,Random,632,1,0,14,-65,73,73
,Random,633,1,0,9,-114,0,0
,Random,634,1,0,53,-85,80,80
,Random,635,1,0,-92,-53,100,100
,Random,636,1,0,31,94,0,0
,Random,637,1,0,-93,109,0,0
,Random,638,1,0,-4,58,40,40
,Random,639,1,0,47,62,0,0
,Random,640,1,0,38,89,0,0
,Random,641,1,0,-2,11,47,47
,Random,642,1,0,110,-51,80,80
,Random,643,1,0,90,-61,80,80
,Random,644,1,0,-31,-91,100,100
,Random,645,1,0,71,40,0,0
,Random,646,1,0,40,-127,0,0
,Random,647,1,0,-115,-102,0,0
,Random,648,1,0,10,82,0,0
,Random,649,1,0,-51,-17,100,100
,Random,650,1,0,-124,-48,100,100
,Random,651,1,0,26,109,0,0
,Random,652,1,0,2,113,0,0
,Random,653,1,0,-89,-106,0,0
,Random,654,1,0,44,-104,0,0
,Random,655,1,0,-5,33,46,46
,Random,656,1,0,-22,13,30,30
,Random,657,1,0,-81,19,30,30
,Random,658,1,0,6,5,50,50
,Random,659,1,0,78,44,0,0
,Random,660,1,0,85,-64,80,80
,Random,661,1,0,48,111,0,0
,Random,662,1,0,-122,-27,100,100
,Random,663,1,0,11,-115,0,0
,Random,664,1,0,72,115,0,0
,Random,665,1,0,120,120,0,0
,Random,666,1,0,49,0,50,50
,Random,667,1,0,-103,-96,100,100
,Random,668,1,0,-27,35,30,30
,Random,669,1,0,-15,-116,0,0
,Random,670,1,0,115,-48,80,80
,Random,671,1,0,-10,-126,0,0
,Random,672,1,0,-127,81,0,0
,Random,673,1,0,-90,-28,100,100
,Random,674,1,0,-57,-37,100,100
,Random,675,1,0,40,-117,0,0
,Random,676,1,0,-38,22,30,30
,Random,677,1,0,68,-127,0,0
,Random,678,1,0,-11,-84,75,75
,Random,679,1,0,-98,-20,100,100
,Random,680,1,0,31,-59,80,80
,Random,681,1,0,16,-15,80,80
,Random,682,1,0,-3,4,50,50
,Random,683,1,0,-43,71,0,0
,Random,684,1,0,-89,115,0,0
,Random,685,1,0,57,125,0,0
,Random,686,1,0,-26,121,0,0
,Random,687,1,0,111,52,0,0
,Random,688,1,0,-108,66,0,0
,Random,689,1,0,88,112,0,0
,Random,690,1,0,-113,113,0,0
,Random,691,1,0,73,-71,80,80
,Random,692,1,0,24,100,0,0
,Random,693,1,0,32,29,0,0
,Random,694,1,0,-49,112,0,0
,Random,695,1,0,123,-62,80,80
,Random,696,1,0,-70,55,30,30
,Random,697,1,0,-12,-28,80,80
,Random,698,1,0,56,-13,80,80
,Random,699,1,0,-120,13,30,30
,Random,700,1,0,-122,29,30,30
,Random,701,1,0,-84,-42,100,100
,Random,702,1,0,85,-22,80,80
,Random,703,1,0,-6,13,44,44
,Random,704,1,0,1,-47,51,51
,Random,705,1,0,-30,-20,100,100
,Random,706,1,0,-55,97,0,0
,Random,707,1,0,-85,37,30,30
,Random,708,1,0,-91,-60,100,100
,Random,709,1,0,24,111,0,0
,Random,710,1,0,95,-96,80,80
,Random,711,1,0,-33,42,30,30
,Random,712,1,0,-9,40,42,42
,Random,713,1,0,-117,37,30,30
,Random,714,1,0,12,-79,68,68
,Random,715,1,0,-27,-71,100,100
,Random,716,1,0,81,85,0,0
,Random,717,1,0,102,33,0,0
,Random,718,1,0,27,-64,80,80
,Random,719,1,0,-109,62,0,0
,Random,720,1,0,5,98,0,0
,Random,721,1,0,-102,107,0,0
,Random,722,1,0,-88,116,0,0
,Random,723,1,0,-17,111,0,0
,Random,724,1,0,-114,-90,100,100
,Random,725,1,0,-91,-116,0,0
,Random,726,1,0,-110,57,30,30
,Random,727,1,0,124,-89,80,80
,Random,728,1,0,28,13,0,0
,Random,729,1,0,-88,-113,0,0
,Random,730,1,0,8,22,33,33
,Random,731,1,0,107,8,29,29
,Random,732,1,0,-34,116,0,0
,Random,733,1,0,35,-38,80,80
,Random,734,1,0,123,95,0,0
,Random,735,1,0,70,-74,80,80
,Random,736,1,0,-68,101,0,0
,Random,737,1,0,27,102,0,0
,Random,738,1,0,-86,33,30,30
,Random,739,1,0,-108,-78,100,100
,Random,740,1,0,-41,-4,50,50
,Random,741,1,0,109,-41,80,80
,Random,742,1,0,88,-6,53,53
,Random,743,1,0,-76,-34,100,100
,Random,744,1,0,-61,-128,0,0
,Random,745,1,0,-65,106,0,0
,Random,746,1,0,31,92,0,0
,Random,747,1,0,92,18,0,0
,Random,748,1,0,-24,-13,100,100
,Random,749,1,0,121,75,0,0
,Random,750,1,0,-22,-91,100,100
,Random,751,1,0,-74,-78,100,100
,Random,752,1,0,-22,-84,100,100
,Random,753,1,0,68,-1,50,50
,Random,754,1,0,81,-47,80,80
,Random,755,1,0,-56,37,30,30
,Random,756,1,0,33,-12,80,80
,Random,757,1,0,108,-29,80,80
,Random,758,1,0,-77,24,30,30
,Random,759,1,0,109,124,0,0
,Random,760,1,0,90,29,0,0
,Random,761,1,0,-1,65,0,0
,Random,762,1,0,-65,-93,100,100
,Random,763,1,0,-23,110,0,0
,Random,764,1,0,-61,2,50,50
,Random,765,1,0,44,64,0,0
,Random,766,1,0,-37,124,0,0
,Random,767,1,0,-119,10,30,30
,Random,768,1,0,107,-61,80,80
,Random,769,1,0,-76,-118,0,0
,Random,770,1,0,74,-60,80,80
,Random,771,1,0,92,-56,80,80
,Random,772,1,0,96,-112,0,0
,Random,773,1,0,85,5,50,50
,Random,774,1,0,-76,101,0,0
,Random,775,1,0,47,-124,0,0
,Random,776,1,0,18,-92,80,80
,Random,777,1,0,-97,36,30,30
,Random,778,1,0,-8,15,43,43
,Random,779,1,0,5,-4,50,50
,Random,780,1,0,36,-58,80,80
,Random,781,1,0,-6,127,0,0
,Random,782,1,0,113,40,0,0
,Random,783,1,0,-102,-92,100,100
,Random,784,1,0,-11,-120,0,0
,Random,785,1,0,-6,-78,65,65
,Random,786,1,0,71,-24,80,80
,Random,787,1,0,-51,2,50,50
,Random,788,1,0,98,-49,80,80
,Random,789,1,0,40,-106,0,0
,Random,790,1,0,-101,-48,100,100
,Random,791,1,0,-33,43,30,30
,Random,792,1,0,-39,21,30,30
,Random,793,1,0,16,-72,80,80
,Random,794,1,0,20,41,0,0
,Random,795,1,0,8,-44,60,60
,Random,796,1,0,-54,-33,100,100
,Random,797,1,0,48,-80,80,80
,Random,798,1,0,59,34,0,0
,Random,799,1,0,55,102,0,0
,Random,800,1,0,33,-70,80,80
,Random,801,1,0,-61,15,30,30
,Random,802,1,0,98,114,0,0
,Random,803,1,0,-110,-27,100,100
,Random,804,1,0,108,-32,80,80
,Random,805,1,0,71,-96,80,80
,Random,806,1,0,-71,105,0,0
,Random,807,1,0,24,56,0,0
,Random,808,1,0,-66,-66,100,100
,Random,809,1,0,-87,85,0,0
,Random,810,1,0,-26,77,0,0
,Random,811,1,0,51,-61,80,80
,Random,812,1,0,-63,-35,100,100
,Random,813,1,0,65,126,0,0
,Random,814,1,0,-119,-110,0,0
,Random,815,1,0,18,96,0,0
,Random,816,1,0,-9,-110,0,0
,Random,817,1,0,-24,-67,100,100
,Random,818,1,0,65,-87,80,80
,Random,819,1,0,57,-113,0,0
,Random,820,1,0,17,-85,80,80
,Random,821,1,0,92,-125,0,0
,Random,822,1,0,97,-55,80,80
,Random,823,1,0,-44,-10,100,100
,Random,824,1,0,-127,99,0,0
,Random,825,1,0,46,78,0,0
,Random,826,1,0,22,89,0,0
,Random,827,1,0,-65,-73,100,100
,Random,828,1,0,34,-20,80,80
,Random,829,1,0,9,-40,62,62
,Random,830,1,0,91,9,17,17
,Random,831,1,0,-102,-90,100,100
,Random,832,1,0,-34,-21,100,100
,Random,833,1,0,-16,123,0,0
,Random,834,1,0,98,-71,80,80
,Random,835,1,0,-98,-85,100,100
,Random,836,1,0,69,-4,50,50
,Random,837,1,0,82,-89,80,80
,Random,838,1,0,-55,101,0,0
,Random,839,1,0,3,-24,53,53
,Random,840,1,0,-1,90,0,0
,Random,841,1,0,9,-32,62,62
,Random,842,1,0,104,80,0,0
,Random,843,1,0,-100,-34,100,100
,Random,844,1,0,10,-120,0,0
,Random,845,1,0,82,-58,80,80
,Random,846,1,0,-64,96,0,0
,Random,847,1,0,-39,-39,100,100
,Random,848,1,0,-60,-8,69,69
,Random,849,1,0,-51,-89,100,100
,Random,850,1,0,-114,-50,100,100
,Random,851,1,0,-123,-4,50,50
,Random,852,1,0,127,-99,0,0
,Random,853,1,0,-77,-48,100,100
,Random,854,1,0,92,-24,80,80
,Random,855,1,0,-17,62,0,0
,Random,856,1,0,-111,-117,0,0
,Random,857,1,0,70,98,0,0
,Random,858,1,0,-91,83,0,0
,Random,859,1,0,-22,-17,100,100
,Random,860,1,0,21,81,0,0
,Random,861,1,0,38,0,50,50
,Random,862,1,0,46,123,0,0
,Random,863,1,0,-52,57,30,30
,Random,864,1,0,37,-123,0,0
,Random,865,1,0,-95,-41,100,100
,Random,866,1,0,-11,72,0,0
,Random,867,1,0,9,104,0,0
,Random,868,1,0,9,85,0,0
,Random,869,1,0,88,-86,80,80
,Random,870,1,0,18,14,0,0
,Random,871,1,0,116,-50,80,80
,Random,872,1,0,-67,-84,100,100
,Random,873,1,0,112,-28,80,80
,Random,874,1,0,-58,-26,100,100
,Random,875,1,0,-12,94,0,0
,Random,876,1,0,66,12,0,0
,Random,877,1,0,124,43,0,0
,Random,878,1,0,-125,-65,100,100
,Random,879,1,0,-118,109,0,0
,Random,880,1,0,-67,-38,100,100
,Random,881,1,0,-101,86,0,0
,Random,882,1,0,96,-12,80,80
,Random,883,1,0,114,-98,80,80
,Random,884,1,0,97,-111,0,0
,Random,885,1,0,63,-75,80,80
,Random,886,1,0,92,-26,80,80
,Random,887,1,0,86,-100,0,0
,Random,888,1,0,19,89,0,0
,Random,889,1,0,-37,95,0,0
,Random,890,1,0,42,-28,80,80
,Random,891,1,0,27,125,0,0
,Random,892,1,0,117,-17,80,80
,Random,893,1,0,-65,15,30,30
,Random,894,1,0,1,1,50,50
,Random,895,1,0,26,16,0,0
,Random,896,1,0,87,66,0,0
,Random,897,1,0,75,70,0,0
,Random,898,1,0,-50,34,30,30
,Random,899,1,0,21,-54,80,80
,Random,900,1,0,43,113,0,0
,Random,901,1,0,-18,-44,100,100
,Random,902,1,0,29,-63,80,80
,Random,903,1,0,-10,112,0,0
,Random,904,1,0,-52,-78,100,100
,Random,905,1,0,-93,-125,0,0
,Random,906,1,0,-39,6,48,48
,Random,907,1,0,-66,-64,100,100
,Random,908,1,0,77,-7,56,56
,Random,909,1,0,-59,59,30,30
,Random,910,1,0,-104,67,0,0
,Random,911,1,0,62,8,29,29
,Random,912,1,0,-101,1,50,50
,Random,913,1,0,4,-95,65,65
,Random,914,1,0,109,109,0,0
,Random,915,1,0,59,-55,80,80
,Random,916,1,0,-6,105,0,0
,Random,917,1,0,-77,-105,0,0
,Random,918,1,0,40,46,0,0
,Random,919,1,0,-14,-3,50,50
,Random,920,1,0,37,66,0,0
,Random,921,1,0,86,-91,80,80
,Random,922,1,0,95,-57,80,80
,Random,923,1,0,-97,113,0,0
,Random,924,1,0,-49,100,0,0
,Random,925,1,0,-13,106,0,0
,Random,926,1,0,-40,-38,100,100
,Random,927,1,0,-100,-72,100,100
,Random,928,1,0,117,-107,0,0
,Random,929,1,0,60,-63,80,80
,Random,930,1,0,-41,-109,0,0
,Random,931,1,0,127,-52,0,0
,Random,932,1,0,20,109,0,0
,Random,933,1,0,118,-19,80,80
,Random,934,1,0,-121,91,0,0
,Random,935,1,0,100,7,38,38
,Random,936,1,0,-51,7,45,45
,Random,937,1,0,28,72,0,0
,Random,938,1,0,-57,68,0,0
,Random,939,1,0,48,11,0,0
,Random,940,1,0,47,58,0,0
,Random,941,1,0,103,89,0,0
,Random,942,1,0,-12,54,40,40
,Random,943,1,0,5,33,41,41
,Random,944,1,0,78,96,0,0
,Random,945,1,0,117,60,0,0
,Random,946,1,0,26,-43,80,80
,Random,947,1,0,-32,-25,100,100
,Random,948,1,0,-6,107,0,0
,Random,949,1,0,84,-115,0,0
,Random,950,1,0,-89,35,30,30
,Random,951,1,0,66,-121,0,0
,Random,952,1,0,-95,67,0,0
,Random,953,1,0,-116,42,30,30
,Random,954,1,0,1,40,48,48
,Random,955,1,0,-51,54,30,30
,Random,956,1,0,-7,-98,75,75
,Random,957,1,0,49,-69,80,80
,Random,958,1,0,-49,52,30,30
,Random,959,1,0,7,18,36,36
,Random,960,1,0,4,-38,54,54
,Random,961,1,0,2,32,47,47
,Random,962,1,0,-12,-115,0,0
,Random,963,1,0,81,-86,80,80
,Random,964,1,0,51,62,0,0
,Random,965,1,0,100,-42,80,80
,Random,966,1,0,-64,77,0,0
,Random,967,1,0,120,-25,80,80
,Random,968,1,0,106,41,0,0
,Random,969,1,0,-113,107,0,0
,Random,970,1,0,106,-27,80,80
,Random,971,1,0,-30,96,0,0
,Random,972,1,0,4,28,43,43
,Random,973,1,0,-107,-49,100,100
,Random,974,1,0,35,102,0,0
,Random,975,1,0,0,-27,50,50
,Random,976,1,0,-24,43,30,30
,Random,977,1,0,40,-50,80,80
,Random,978,1,0,89,-18,80,80
,Random,979,1,0,25,-28,80,80
,Random,980,1,0,-72,-2,50,50
,Random,981,1,0,-26,-33,100,100
,Random,982,1,0,25,16,0,0
,Random,983,1,0,19,-89,80,80
,Random,984,1,0,69,-93,80,80
,Random,985,1,0,119,46,0,0
,Random,986,1,0,-95,-3,50,50
,Random,987,1,0,-58,-71,100,100
,Random,988,1,0,89,-83,80,80
,Random,989,1,0,-63,-84,100,100
,Random,990,1,0,30,49,0,0
,Random,991,1,0,68,43,0,0
,Random,992,1,0,90,123,0,0
,Random,993,1,0,102,1,50,50
,Random,994,1,0,23,69,0,0
,Random,995,1,0,69,30,0,0
,Random,996,1,0,101,17,0,0
,Random,997,1,0,-115,-63,100,100
,Random,998,1,0,-8,-67,67,67
,Random,999,1,0,13,-5,50,50
,AB_Toggle_reg0,0,0,0,32,-10,-1,80
,AB_Toggle_reg1,0,1,0,32,-10,-1,80
,EST_INIT,0,1,1,0,60,-1,50
,EST_RampUp,0,1,1,0,60,-1,50
,EST_RampUp,1,1,1,2,60,-1,50
,EST_RampUp,2,1,1,4,60,-1,50
,EST_RampUp,3,1,1,6,60,-1,50
,EST_RampUp,4,1,1,8,60,-1,50
,EST_RampUp,5,1,1,10,60,-1,50
,EST_RampUp,6,1,1,12,60,-1,50
,EST_RampUp,7,1,1,14,60,-1,50
,EST_RampUp,8,1,1,16,60,-1,50
,EST_RampUp,9,1,1,18,60,-1,50
,EST_RampUp,10,1,1,20,60,-1,50
,EST_RampUp,11,1,1,22,60,-1,50
,EST_RampUp,12,1,1,24,60,-1,50
,EST_RampUp,13,1,1,26,60,-1,50
,EST_RampUp,14,1,1,28,60,-1,50
,EST_RampUp,15,1,1,30,60,-1,50
,EST_RampUp,16,1,1,32,60,-1,50
,EST_RampUp,17,1,1,34,60,-1,50
,EST_RampUp,18,1,1,36,60,-1,50
,EST_RampUp,19,1,1,38,60,-1,50
,EST_RampDown,0,1,1,40,60,-1,50
,EST_RampDown,1,1,1,38,60,-1,50
,EST_RampDown,2,1,1,36,60,-1,50
,EST_RampDown,3,1,1,34,60,-1,50
,EST_RampDown,4,1,1,32,60,-1,50
,EST_RampDown,5,1,1,30,60,-1,50
,EST_RampDown,6,1,1,28,60,-1,50
,EST_RampDown,7,1,1,26,60,-1,50
,EST_RampDown,8,1,1,24,60,-1,50
,EST_RampDown,9,1,1,22,60,-1,50
,EST_RampDown,10,1,1,20,60,-1,50
,EST_RampDown,11,1,1,18,60,-1,50
,EST_RampDown,12,1,1,16,60,-1,50
,EST_RampDown,13,1,1,14,60,-1,50
,EST_RampDown,14,1,1,12,60,-1,50
,EST_RampDown,15,1,1,10,60,-1,50
,EST_RampDown,16,1,1,8,60,-1,50
,EST_RampDown,17,1,1,6,60,-1,50
,EST_RampDown,18,1,1,4,60,-1,50
,EST_RampDown,19,1,1,2,60,-1,50
,EST_RampDown,20,1,1,0,60,-1,50
,EST_RandWalk,0,1,1,4,60,-1,50
,EST_RandWalk,1,1,1,4,60,-1,50
,EST_RandWalk,2,1,1,3,60,-1,50
,EST_RandWalk,3,1,1,-2,60,-1,50
,EST_RandWalk,4,1,1,-7,60,-1,50
,EST_RandWalk,5,1,1,-7,60,-1,50
,EST_RandWalk,6,1,1,-11,60,-1,50
,EST_RandWalk,7,1,1,-6,60,-1,50
,EST_RandWalk,8,1,1,-5,60,-1,50
,EST_RandWalk,9,1,1,-3,60,-1,50
,EST_RandWalk,10,1,1,-6,60,-1,50
,EST_RandWalk,11,1,1,-5,60,-1,50
,EST_RandWalk,12,1,1,-8,60,-1,50
,EST_RandWalk,13,1,1,-7,60,-1,50
,EST_RandWalk,14,1,1,-8,60,-1,50
,EST_RandWalk,15,1,1,-10,60,-1,50
,EST_RandWalk,16,1,1,-5,60,-1,50
,EST_RandWalk,17,1,1,-2,60,-1,50
,EST_RandWalk,18,1,1,-1,60,-1,50
,EST_RandWalk,19,1,1,-6,60,-1,50
,EST_RandWalk,20,1,1,-3,60,-1,50
,EST_RandWalk,21,1,1,0,60,-1,50
,EST_RandWalk,22,1,1,5,60,-1,50
,EST_RandWalk,23,1,1,4,60,-1,50
,EST_RandWalk,24,1,1,0,60,-1,50
,EST_RandWalk,25,1,1,-4,60,-1,50
,EST_RandWalk,26,1,1,-3,60,-1,50
,EST_RandWalk,27,1,1,1,60,-1,50
,EST_RandWalk,28,1,1,0,60,-1,50
,EST_RandWalk,29,1,1,-3,60,-1,50
,EST_RandWalk,30,1,1,-4,60,-1,50
,EST_RandWalk,31,1,1,-8,60,-1,50
,EST_RandWalk,32,1,1,-5,60,-1,50
,EST_RandWalk,33,1,1,-3,60,-1,50
,EST_RandWalk,34,1,1,-6,60,-1,50
,EST_RandWalk,35,1,1,-8,60,-1,50
,EST_RandWalk,36,1,1,-13,60,-1,50
,EST_RandWalk,37,1,1,-17,60,-1,50
,EST_RandWalk,38,1,1,-19,60,-1,50
,EST_RandWalk,39,1,1,-15,60,-1,50
,EST_RandWalk,40,1,1,-16,60,-1,50
,EST_RandWalk,41,1,1,-16,60,-1,50
,EST_RandWalk,42,1,1,-20,60,-1,50
,EST_RandWalk,43,1,1,-20,60,-1,50
,EST_RandWalk,44,1,1,-23,60,-1,50
,EST_RandWalk,45,1,1,-24,60,-1,50
,EST_RandWalk,46,1,1,-29,60,-1,50
,EST_RandWalk,47,1,1,-30,60,-1,50
,EST_RandWalk,48,1,1,-29,60,-1,50
,EST_RandWalk,49,1,1,-29,60,-1,50
,EST_RandWalk,50,1,1,-33,60,-1,50
,EST_RandWalk,51,1,1,-30,60,-1,50
,EST_RandWalk,52,1,1,-26,60,-1,50
,EST_RandWalk,53,1,1,-30,60,-1,50
,EST_RandWalk,54,1,1,-32,60,-1,50
,EST_RandWalk,55,1,1,-30,60,-1,50
,EST_RandWalk,56,1,1,-34,60,-1,50
,EST_RandWalk,57,1,1,-33,60,-1,50
,EST_RandWalk,58,1,1,-28,60,-1,50
,EST_RandWalk,59,1,1,-29,60,-1,50
,EST_RandWalk,60,1,1,-32,60,-1,50
,EST_RandWalk,61,1,1,-33,60,-1,50
,EST_RandWalk,62,1,1,-35,60,-1,50
,EST_RandWalk,63,1,1,-32,60,-1,50
,EST_RandWalk,64,1,1,-30,60,-1,50
,EST_RandWalk,65,1,1,-33,60,-1,50
,EST_RandWalk,66,1,1,-32,60,-1,50
,EST_RandWalk,67,1,1,-31,60,-1,50
,EST_RandWalk,68,1,1,-29,60,-1,50
,EST_RandWalk,69,1,1,-34,60,-1,50
,EST_RandWalk,70,1,1,-38,60,-1,50
,EST_RandWalk,71,1,1,-36,60,-1,50
,EST_RandWalk,72,1,1,-32,60,-1,50
,EST_RandWalk,73,1,1,-33,60,-1,50
,EST_RandWalk,74,1,1,-33,60,-1,50
,EST_RandWalk,75,1,1,-38,60,-1,50
,EST_RandWalk,76,1,1,-42,60,-1,50
,EST_RandWalk,77,1,1,-42,60,-1,50
,EST_RandWalk,78,1,1,-37,60,-1,50
,EST_RandWalk,79,1,1,-33,60,-1,50
,EST_RandWalk,80,1,1,-31,60,-1,50
,EST_RandWalk,81,1,1,-32,60,-1,50
,EST_RandWalk,82,1,1,-28,60,-1,50
,EST_RandWalk,83,1,1,-24,60,-1,50
,EST_RandWalk,84,1,1,-29,60,-1,50
,EST_RandWalk,85,1,1,-26,60,-1,50
,EST_RandWalk,86,1,1,-27,60,-1,50
,EST_RandWalk,87,1,1,-25,60,-1,50
,EST_RandWalk,88,1,1,-29,60,-1,50
,EST_RandWalk,89,1,1,-31,60,-1,50
,EST_RandWalk,90,1,1,-32,60,-1,50
,EST_RandWalk,91,1,1,-33,60,-1,50
,EST_RandWalk,92,1,1,-30,60,-1,50
,EST_RandWalk,93,1,1,-34,60,-1,50
,EST_RandWalk,94,1,1,-39,60,-1,50
,EST_RandWalk,95,1,1,-39,60,-1,50
,EST_RandWalk,96,1,1,-40,60,-1,50
,EST_RandWalk,97,1,1,-39,60,-1,50
,EST_RandWalk,98,1,1,-38,60,-1,50
,EST_RandWalk,99,1,1,-39,60,-1,50
